estimator_name,budget_fraction,seed,target_score,median_benign_score,detection_rate,false_positive_rate
sediment_trim10,0.0,2,20.457302598115398,5.140562345943719,1.0,0.05
sediment_trim10,0.0,3,20.422237636036375,5.170669251592566,1.0,0.05
sediment_trim10,0.0,4,20.85775568468342,5.1723474284353035,1.0,0.05
sediment_trim10,0.0,5,19.985870265932387,5.193348454785289,1.0,0.05
sediment_trim10,0.0,6,19.847996188535596,5.19028105735864,1.0,0.05
sediment_trim10,0.0,7,23.077080177695304,4.922599009145145,1.0,0.05
sediment_trim10,0.0,8,21.31785075287685,5.214062951070652,1.0,0.05
sediment_trim10,0.0,9,18.457123509476173,4.675645346729468,1.0,0.05
sediment_trim10,0.05,0,19.120664483266264,5.177502456219168,1.0,0.05
sediment_trim10,0.05,1,17.87230014196291,4.375125841444037,1.0,0.05
sediment_trim10,0.05,2,18.916548691772345,4.957546867444332,1.0,0.05
sediment_trim10,0.05,3,18.904433249816645,5.239093713694885,1.0,0.05
sediment_trim10,0.05,4,19.245803677530027,5.111099834464385,1.0,0.05
sediment_trim10,0.05,5,18.54447600568169,4.8138879723964445,1.0,0.05
sediment_trim10,0.05,6,18.44596910712712,5.407780831751193,1.0,0.05
sediment_trim10,0.05,7,21.007784599525067,5.10915474391641,1.0,0.05
sediment_trim10,0.05,8,19.61063861912477,5.132091216352492,1.0,0.05
sediment_trim10,0.05,9,17.288872099327698,4.118546436159605,1.0,0.05
sediment_trim10,0.1,0,15.503856623152267,5.414286750334828,1.0,0.05
sediment_trim10,0.1,1,14.641533517655922,3.2241390959226925,1.0,0.05
sediment_trim10,0.1,2,15.363111776774701,3.6791207048925227,1.0,0.05
sediment_trim10,0.1,3,15.35667048091544,5.575294356591334,1.0,0.05
sediment_trim10,0.1,4,15.592390421510917,3.9871432320480285,1.0,0.05
sediment_trim10,0.1,5,15.109399506390258,3.5512373434477698,1.0,0.05
sediment_trim10,0.1,6,15.041790092417173,5.772023827515433,1.0,0.05
sediment_trim10,0.1,7,16.780769054070255,4.540930803980555,1.0,0.05
sediment_trim10,0.1,8,15.843026056447385,4.815178412152327,1.0,0.05
sediment_trim10,0.1,9,14.230866323085786,3.039953850117495,1.0,0.05
sediment_trim10,0.15,0,12.895968783824864,5.7980305583790335,1.0,0.05
sediment_trim10,0.15,1,12.266134570616089,2.4083485451648565,1.0,0.05
sediment_trim10,0.15,2,12.79331512364265,2.7566998597818904,1.0,0.05
sediment_trim10,0.15,3,12.788863867229017,5.962598261022654,1.0,0.05
sediment_trim10,0.15,4,12.959918014945135,2.999993393244845,1.0,0.05
sediment_trim10,0.15,5,12.60894140782284,2.6615605017525468,1.0,0.05
sediment_trim10,0.15,6,12.55945850496313,6.163189637195321,1.0,0.05
sediment_trim10,0.15,7,13.812998612010311,4.876199353351965,1.0,0.05
sediment_trim10,0.15,8,13.14103403888492,5.195768288024764,1.0,0.05
sediment_trim10,0.15,9,11.963205393738795,2.2682407479888247,1.0,0.05
